count_session,count_hit,totals_newVisits,historic_session,historic_session_page,avg_session_time,avg_session_time_page,single_page_rate,sessionQualityDim,earliest_visit_number,latest_visit_number,time_earliest_visit,time_latest_visit,avg_visit_time,days_since_last_visit,days_since_first_visit,visits_per_day,bounce_rate,num_interactions,bounces,time_on_site,transactionRevenue,has_converted
46,3679,0,19833,3089,431.1521739,67.15217391,0.956521739,6,107,291,8.6,11.47,10,0,29,122.6333333,0.0,18523,0,50614,199090512,0
10,2845,0,11941,1927,1194.1,192.7,0.8,44,368,377,20.68,18.68,18,0,28,98.10344828,0.0,12377,0,15575,77198685,0
32,4078,0,29938,5694,935.5625,177.9375,0.875,50,2,63,3.93,5.62,8,0,29,136.4333333,0.0,14125,0,25681,0,0
15,1650,0,1294,0,86.26666667,0.0,1.0,2,17,52,6.82,4.37,14,0,15,103.125,0.0,10767,0,0,77279205,1
15,932,0,4289,0,285.9333333,0.0,1.0,11,1,48,23.73,9.3,17,0,24,37.28,0.0,9652,0,166,0,0
9,1571,0,4686,0,520.6666667,0.0,1.0,2,2,35,17.33,12.37,7,0,26,58.18518519,0.0,2363,0,1164,0,0
3,518,0,1700,0,566.6666667,0.0,1.0,2,1,37,10.97,13.72,11,0,12,39.84615385,0.0,518,0,0,27566084,1
9,500,0,2498,0,277.5555556,0.0,1.0,4,14,22,10.8,17.92,16,0,15,31.25,0.0,2351,0,666,0,0
3,292,0,842,0,280.6666667,0.0,1.0,2,3,22,11.15,11.12,11,0,7,36.5,0.0,292,0,666,27443917,1
14,555,0,3930,3392,280.7142857,242.2857143,0.857142857,2,16,140,17.08,10.12,8,0,30,29.25806452,0.0,9110,0,6549,0,0
12,530,0,339,0,28.25,0.0,1.0,2,1,47,9.87,11.07,9,0,17,29.44444444,0.0,3095,0,2306,0,0
13,983,0,3017,362,232.0769231,27.84615385,0.923076923,2,1,44,9.45,15.88,11,0,24,40.48,0.0,3740,0,457,22801586,1
13,368,0,13018,13018,1001.384615,1001.384615,0.307692308,6,1,10,17.08,6.72,12,0,27,81.28571429,0.27,2357,0,0,140399406,1
20,2339,0,9468,2029,473.4,101.45,0.95,54,8,102,7.28,20.6,8,0,29,77.96666667,0.0,3677,0,12002,0,0
45,1688,0,17184,2752,381.8666667,61.15555556,0.955555556,6,470,514,14.7,11.77,11,0,30,54.4516129,0.0,6748,0,200,0,0
28,1743,0,12059,889,430.6785714,31.75,0.928571429,44,35,62,10.62,8.83,11,0,20,83.0,0.0,3225,0,5503,0,0
16,706,0,2527,0,157.9375,0.0,1.0,22,24,39,19.08,5.3,11,0,28,24.34482759,0.0,1589,0,1456,0,0
1,415,0,1395,0,1395.0,0.0,1.0,41,38,38,6.28,6.28,6,0,0,415.0,0.0,2677,0,2454,295577412,1
21,320,0,3127,251,148.9047619,11.95238095,0.952380952,2,1,23,17.02,13.2,13,0,30,10.32258065,0.0,546,0,0,262151625,1
26,4273,0,5223,0,200.8846154,0.0,1.0,2,24,75,3.8,6.57,8,0,29,142.4333333,0.0,13137,0,883,107378286,1
34,1427,0,2683,0,78.91176471,0.0,1.0,4,176,419,17.08,12.53,11,0,28,49.20689655,0.0,7411,0,2039,0,0
37,5235,0,15639,0,422.6756757,0.0,1.0,2,179,263,17.08,18.0,11,0,28,180.5172414,0.0,27127,0,0,30016658,1
33,7901,0,16720,0,506.6666667,0.0,1.0,8,68,137,10.55,13.67,14,0,27,282.1785714,0.0,13544,0,0,141997528,1
36,6318,0,11714,0,325.3888889,0.0,1.0,10,14,230,16.7,10.43,14,0,30,203.8064516,0.0,20837,0,385,198931885,1
23,4115,0,28106,4051,1222.0,176.1304348,0.913043478,40,8,30,5.93,9.15,15,0,26,152.4074074,0.0,5555,0,12341,0,0
10,1934,0,13545,1218,1354.5,121.8,0.8,4,1,11,17.73,14.85,12,0,23,80.58333333,0.0,1934,0,80,0,0
28,4667,0,16682,912,595.7857143,32.57142857,0.964285714,2,1,95,5.68,16.83,12,0,28,164.1034483,0.0,12080,0,3267,47489870,1
21,1674,0,2817,0,134.1428571,0.0,1.0,2,9,248,11.43,8.88,11,0,30,54.0,0.0,5612,0,7821,268514457,1
11,1935,0,2222,0,202.0,0.0,1.0,2,62,72,9.27,15.98,14,0,20,92.14285714,0.0,7183,0,3860,0,0
25,7411,0,15178,736,607.12,29.44,0.96,4,14,196,6.95,6.57,9,0,29,248.0,0.0,17081,0,5990,58628542,1
13,1203,0,831,0,63.92307692,0.0,1.0,2,48,258,13.03,16.08,10,0,29,40.9,0.64,19071,4,0,0,0
31,4346,0,17721,1674,571.6451613,54.0,0.967741935,7,67,97,7.95,16.28,6,0,29,144.8666667,0.0,20434,0,37686,0,0
65,11422,0,25193,0,387.5846154,0.0,1.0,2,14,245,13.88,13.82,13,0,30,368.4516129,0.0,42321,0,49096,1569468438,1
9,3190,0,1945,0,216.1111111,0.0,1.0,2,10,53,8.17,12.68,11,0,29,106.3333333,0.0,13259,0,0,78559653,1
41,2140,0,12600,6751,307.3170732,164.6585366,0.902439024,4,298,338,11.58,9.47,13,0,30,69.03225806,0.0,6014,0,37370,236354884,0
7,244,0,1260,0,180.0,0.0,1.0,5,89,95,16.83,20.0,17,0,21,11.09090909,0.0,1649,0,762,0,0
11,689,0,6095,0,554.0909091,0.0,1.0,9,3,78,17.87,17.58,14,0,30,22.22580645,0.0,2795,0,22,0,0
15,2038,0,9705,0,647.0,0.0,1.0,41,91,105,7.98,6.65,10,0,30,65.74193548,0.0,3540,0,4536,0,0
54,4625,0,29821,2028,552.2407407,37.55555556,0.981481481,5,2,55,3.83,18.37,12,0,25,181.6923077,0.0,4724,0,32074,139424520,0
13,2112,0,3124,0,240.3076923,0.0,1.0,2,3,41,8.27,9.95,10,0,28,72.82758621,0.0,3274,0,384,14753414,1
5,106,0,2821,2821,564.2,564.2,0.0,45,1,39,8.27,17.7,13,0,25,12.76923077,0.0,807,0,2277,0,0
24,5278,0,7139,0,297.4583333,0.0,1.0,8,1,21,19.18,22.1,17,0,27,188.5,0.0,17406,0,2934,212634335,1
20,2337,0,10101,4198,505.05,209.9,0.85,45,43,62,15.03,8.05,8,0,30,75.38709677,0.0,10088,0,209158,20378700,1
100,22137,0,43161,0,431.61,0.0,1.0,2,244,437,16.02,9.07,13,0,30,714.0967742,0.0,69503,0,3093,622222682,1
19,1321,0,4131,723,217.4210526,38.05263158,0.947368421,4,210,228,17.05,19.62,6,0,25,50.80769231,0.0,9489,0,86056,418852313,1
1,33,1,2023,2023,2023.0,2023.0,0.0,34,1,1,18.97,18.97,19,0,0,337.0,0.0,337,0,6303,0,0
14,1903,0,2323,0,165.9285714,0.0,1.0,4,11,156,11.02,14.52,14,0,29,63.43333333,0.0,10216,0,682,289368835,1
19,827,0,7421,0,390.5789474,0.0,1.0,2,1,48,17.08,18.75,14,0,29,27.56666667,0.0,1531,0,868,0,0
10,107,0,4673,4635,467.3,463.5,0.2,46,64,75,10.77,10.55,9,0,30,17.38709677,0.08,1555,0,6936,0,0
20,5075,0,8719,4921,435.95,246.05,0.95,2,2,44,17.87,6.48,11,0,29,176.3666667,0.0,9665,0,0,29240383,1
4,407,0,1437,0,359.25,0.0,1.0,4,59,62,14.75,16.98,19,0,19,20.35,0.0,2022,0,7168,0,0
29,3925,0,14661,1483,505.5517241,51.13793103,0.965517241,5,1,112,8.63,13.7,12,0,20,186.9047619,0.0,4834,0,121842,106848084,1
14,2372,0,4196,0,299.7142857,0.0,1.0,2,1,20,14.63,22.7,12,0,20,112.952381,0.0,13073,0,1926,0,0
31,8144,0,14144,0,456.2580645,0.0,1.0,2,1,43,7.77,19.42,12,0,28,280.8275862,0.0,41473,0,12019,392396562,1
4,373,0,1202,0,300.5,0.0,1.0,6,23,26,14.5,6.33,14,0,14,24.86666667,0.0,381,0,3531,0,0
203,41293,0,65805,0,324.1625616,0.0,1.0,2,18,476,20.22,16.83,11,0,29,1376.433333,0.0,153309,0,954,136570488,1
5,1143,0,2862,1522,572.4,304.4,0.6,5,19,23,15.6,14.65,15,0,30,36.87096774,0.0,3104,0,1450,0,0
35,5887,0,9346,0,267.0285714,0.0,1.0,2,1,51,5.1,10.6,15,0,21,267.5909091,0.0,11570,0,27637,998374614,1
17,1577,0,7467,2463,439.2352941,144.8823529,0.823529412,6,141,157,9.55,11.05,10,0,26,58.40740741,0.0,3874,0,3755,52546318,0
37,6247,0,21862,11399,590.8648649,308.0810811,0.567567568,6,2,184,16.07,16.02,13,0,29,208.2333333,0.0,29879,0,16701,234794273,0
10,1070,0,2193,0,219.3,0.0,1.0,2,8,36,16.13,15.63,16,0,29,35.66666667,0.0,7199,0,0,243128488,1
5,966,0,1804,0,360.8,0.0,1.0,2,3,37,9.58,7.27,11,0,14,64.4,0.0,2134,0,486,47563396,1
35,1839,0,7004,0,200.1142857,0.0,1.0,5,127,161,20.43,13.95,10,0,29,61.3,0.0,5767,0,7960,0,0
1,500,0,3220,3220,3220.0,3220.0,0.0,48,202,202,18.12,18.12,18,0,0,500.0,0.0,500,0,3221,29934984,0
32,6977,0,14435,0,451.09375,0.0,1.0,2,166,260,16.02,9.28,14,0,30,225.0645161,0.0,26535,0,0,176559449,1
2,243,0,835,0,417.5,0.0,1.0,2,7,8,14.53,8.92,12,0,5,40.5,0.0,260,0,0,123290543,1
25,3971,0,8572,0,342.88,0.0,1.0,6,152,228,11.22,9.12,11,0,30,128.0967742,0.0,12167,0,9854,603296923,1
2,129,0,390,0,195.0,0.0,1.0,5,40,41,11.22,6.97,10,0,15,8.0625,0.0,552,0,1336,0,0
10,813,0,1659,0,165.9,0.0,1.0,2,19,49,17.3,11.13,14,0,30,26.22580645,0.0,2433,0,2290,0,0
21,605,0,19859,19859,945.6666667,945.6666667,0.142857143,6,7,136,18.68,17.68,13,0,29,75.13333333,0.04,3121,0,14633,98217560,1
21,1419,0,4534,0,215.9047619,0.0,1.0,4,336,356,7.38,13.45,13,0,26,52.55555556,0.0,3784,0,11992,0,0
6,735,0,2969,0,494.8333333,0.0,1.0,45,58,63,21.18,7.63,16,0,19,36.75,0.0,956,0,882,0,0
9,659,0,2618,0,290.8888889,0.0,1.0,4,1,9,19.68,11.22,15,0,16,38.76470588,0.0,659,0,882,0,0
22,3970,0,10386,0,472.0909091,0.0,1.0,2,4,93,19.58,0.68,11,0,28,136.8965517,0.0,12159,0,2538,302101025,1
6,423,0,1742,0,290.3333333,0.0,1.0,4,2,7,21.5,15.07,21,0,3,105.75,0.0,423,0,33501,0,0
21,1608,0,7254,0,345.4285714,0.0,1.0,5,251,271,22.57,17.78,10,0,25,61.84615385,0.0,6225,0,17480,0,0
20,3406,0,5761,0,288.05,0.0,1.0,4,1,19,19.37,8.45,11,0,15,212.875,0.0,3406,0,505,41669502,1
37,7941,0,8113,0,219.2702703,0.0,1.0,4,1,20,9.17,14.98,15,0,29,264.7,0.0,22024,0,224,67914665,1
20,2531,0,6681,1702,334.05,85.1,0.95,2,3,39,16.88,13.05,12,0,28,87.48275862,0.05,10738,0,0,318597475,1
1,74,0,156,0,156.0,0.0,1.0,4,41,41,21.4,21.4,21,0,0,74.0,0.0,238,0,942,0,0
13,555,0,3894,2318,299.5384615,178.3076923,0.923076923,4,329,341,20.93,19.48,20,0,29,18.5,0.0,13182,0,32914,1268036193,1
12,1570,0,6004,3630,500.3333333,302.5,0.916666667,2,2,56,11.12,15.03,12,0,29,56.86666667,0.0,22053,0,36310,0,0
8,80,0,1080,0,135.0,0.0,1.0,2,21,31,13.03,9.08,11,0,10,7.272727273,0.0,1101,0,0,58567597,1
30,1790,0,7240,1272,241.3333333,42.4,0.966666667,5,87,116,12.9,5.75,11,0,23,74.58333333,0.0,6526,0,90,0,0
2,393,0,2039,0,1019.5,0.0,1.0,48,82,83,14.5,9.9,10,0,8,43.66666667,0.0,980,0,1689,0,0
9,346,0,565,0,62.77777778,0.0,1.0,2,2,57,17.77,16.98,12,0,30,11.16129032,0.0,4565,0,20568,108917244,1
1,16,0,3041,3041,3041.0,3041.0,0.0,57,136,136,20.22,20.22,20,0,0,165.0,0.0,270,0,15908,0,0
16,1428,0,6438,0,402.375,0.0,1.0,5,28,254,13.85,17.95,16,0,26,52.88888889,0.0,9848,0,1611,0,0
5,543,0,3036,661,607.2,132.2,0.8,44,11,15,7.23,7.97,9,0,7,67.875,0.0,966,0,12804,0,0
39,6627,0,5999,0,153.8205128,0.0,1.0,2,108,377,14.25,10.17,9,0,30,213.7741935,0.0,27464,0,373,192748966,1
5,226,0,1047,0,209.4,0.0,1.0,4,16,58,10.23,16.88,11,0,22,9.826086957,0.0,564,0,3584,0,0
22,896,0,3353,0,152.4090909,0.0,1.0,11,227,249,10.97,17.2,12,0,25,34.46153846,0.0,2865,0,7244,0,0
32,3469,0,18663,5701,583.21875,178.15625,0.84375,3,105,138,16.23,14.55,16,0,30,111.9032258,0.0,12660,0,27530,136159517,0
18,3090,0,5196,0,288.6666667,0.0,1.0,2,54,147,16.45,16.18,12,0,30,99.67741935,0.0,11387,0,644,0,0
11,690,0,3092,851,281.0909091,77.36363636,0.909090909,18,23,33,16.45,15.73,15,0,26,25.55555556,0.0,2217,0,77631,13637458800,1
22,3965,0,6214,0,282.4545455,0.0,1.0,2,229,250,16.52,2.32,13,0,30,127.9032258,0.0,27788,0,10249,122544464,1
9,1728,0,8586,7365,954.0,818.3333333,0.555555556,4,11,19,10.15,17.92,14,0,15,108.0,0.0,1728,0,9896,448249737,0
9,1407,0,3312,0,368.0,0.0,1.0,2,63,75,12.62,13.45,15,0,26,52.11111111,0.0,7283,0,8548,133570027,1
37,1799,0,13145,5585,355.2702703,150.9459459,0.864864865,6,19,109,6.07,9.83,8,0,26,66.62962963,0.0,8547,0,22282,3771725829,0
3,277,0,669,0,223.0,0.0,1.0,7,2,4,17.33,23.53,22,0,10,25.18181818,0.0,277,0,395,0,0
3,161,0,362,0,120.6666667,0.0,1.0,5,42,44,9.23,14.52,10,0,16,9.470588235,0.0,618,0,972,0,0
21,1498,0,5323,0,253.4761905,0.0,1.0,10,80,100,12.4,10.98,12,0,30,48.32258065,0.0,5218,0,1249,0,0
51,6745,0,21227,496,416.2156863,9.725490196,0.960784314,2,1,84,19.02,9.13,11,0,30,219.483871,0.0,18652,0,12329,130874694,1
27,2028,0,9573,3844,354.5555556,142.3703704,0.925925926,55,9,94,19.02,16.72,13,0,30,69.96774194,0.0,10700,0,4063,203652202,1
5,295,0,894,0,178.8,0.0,1.0,2,129,133,7.78,7.35,11,0,28,10.17241379,0.0,4045,0,2052,0,0
6,749,0,2265,0,377.5,0.0,1.0,30,1,171,12.58,16.73,14,0,25,28.80769231,0.0,832,0,2326,54315976,1
5,1029,0,1003,0,200.6,0.0,1.0,3,21,167,9.92,18.23,14,0,22,44.73913043,0.0,2731,0,1268,0,0
15,951,0,3894,0,259.6,0.0,1.0,18,202,216,3.27,17.68,8,0,27,33.96428571,0.0,2417,0,3262,0,0
12,1972,0,15386,7850,1282.166667,654.1666667,0.833333333,7,17,28,17.3,19.45,15,0,16,116.0,0.0,1989,0,8710,52780432,0
23,2213,0,3330,0,144.7826087,0.0,1.0,2,6,106,16.52,20.63,15,0,28,76.31034483,0.0,2213,0,1185,27675226,1
14,1317,0,7233,3507,516.6428571,250.5,0.714285714,15,2,12,6.38,6.25,11,0,21,69.31818182,0.67,1525,4,156824,617486880,1
25,2354,0,14804,3475,592.16,139.0,0.92,5,11,35,16.42,13.42,18,0,28,81.17241379,0.0,17322,0,5484,0,0
24,2773,0,16462,3288,685.9166667,137.0,0.875,6,150,173,11.27,16.68,11,0,27,99.03571429,0.0,7473,0,270566,325437921,1
5,884,0,1101,0,220.2,0.0,1.0,4,8,25,16.73,11.22,13,0,24,35.36,0.0,4897,0,34976,2463163700,1
26,1795,0,9395,1653,361.3461538,63.57692308,0.961538462,6,20,45,14.63,13.38,14,0,30,57.90322581,0.0,1879,0,192,0,0
18,1017,0,2828,1728,157.1111111,96.0,0.833333333,8,67,84,18.05,18.33,14,0,29,33.9,0.0,5024,0,2128,0,0
1,43,0,115,0,115.0,0.0,1.0,4,30,30,4.5,4.5,5,0,0,43.0,0.0,43,0,116,0,0
68,10819,0,50382,7653,740.9117647,112.5441176,0.926470588,4,1,114,6.42,5.82,10,0,30,357.3548387,0.0,23554,0,141476,60509353,1
7,298,0,4824,4824,689.1428571,689.1428571,0.0,46,9,17,16.73,11.92,9,0,29,41.53333333,0.0,1643,0,84137,0,0
11,401,0,7196,6112,654.1818182,555.6363636,0.545454545,4,6,19,18.8,17.93,10,0,25,23.03846154,0.0,965,0,1572,0,0
13,1599,0,10504,1821,808.0,140.0769231,0.846153846,50,122,134,13.5,11.0,14,0,30,51.58064516,0.0,6100,0,901,0,0
11,557,0,6036,0,548.7272727,0.0,1.0,2,80,112,2.73,6.13,14,0,26,20.62962963,0.0,6588,0,19173,315236090,1
28,4245,0,23414,3232,836.2142857,115.4285714,0.928571429,54,86,114,15.13,10.48,11,0,24,169.8,0.0,5555,0,6744,0,0
13,1561,0,3127,0,240.5384615,0.0,1.0,3,1,28,8.6,17.42,11,0,27,55.75,0.0,12197,0,2978,105846797,1
9,253,0,1043,0,115.8888889,0.0,1.0,6,74,82,14.6,20.78,13,0,27,9.035714286,0.0,4663,0,1852,174347246,1
20,3495,0,4498,0,224.9,0.0,1.0,2,4,106,21.28,10.55,11,0,23,145.625,0.0,8956,0,1802,0,0
9,1916,0,15691,8853,1743.444444,983.6666667,0.555555556,6,18,26,17.77,8.43,10,0,14,127.7333333,0.0,3228,0,5864,30166470,0
22,2725,0,4479,0,203.5909091,0.0,1.0,2,1,52,15.38,10.43,14,0,28,93.96551724,0.0,7557,0,679,40062817,1
54,2069,0,36510,27632,676.1111111,511.7037037,0.648148148,61,202,251,9.13,12.77,9,0,29,108.3666667,0.0,5978,0,2155,0,0
47,8402,0,15650,0,332.9787234,0.0,1.0,2,3,71,3.68,19.22,13,0,29,280.0666667,0.0,15613,0,1422,0,0
6,1070,0,985,0,164.1666667,0.0,1.0,2,12,58,12.05,12.38,13,0,16,62.94117647,0.0,8868,0,864,0,0
27,4121,0,3331,0,123.3703704,0.0,1.0,2,154,208,4.68,16.17,11,0,29,137.3666667,0.0,15644,0,0,26231650,1
5,629,0,1853,0,370.6,0.0,1.0,4,31,35,21.4,1.78,7,0,27,22.46428571,0.0,800,0,436,0,0
51,6572,0,15709,0,308.0196078,0.0,1.0,2,164,321,10.83,7.68,12,0,30,212.0,0.0,28362,0,2140,150435491,1
16,2402,0,4797,0,299.8125,0.0,1.0,2,5,25,8.38,14.62,11,0,10,218.3636364,0.0,6047,0,0,156253636,1
3,777,0,3103,0,1034.333333,0.0,1.0,53,5,7,1.45,14.35,11,0,0,777.0,0.0,777,0,10184,0,0
13,2709,0,2621,441,201.6153846,33.92307692,0.923076923,2,1,150,13.53,10.58,12,0,26,102.6296296,0.0,9982,0,1565,39531206,0
43,4647,0,26233,11326,610.0697674,263.3953488,0.790697674,2,1,211,6.03,17.52,11,0,29,186.0666667,0.0,28660,0,8273,0,0
7,647,0,2060,1498,294.2857143,214.0,0.857142857,44,18,24,15.25,5.12,7,0,18,34.05263158,0.0,2099,0,42,0,0
13,2418,0,6534,0,502.6153846,0.0,1.0,2,123,135,12.18,10.9,12,0,29,80.6,0.0,14716,0,316,0,0
60,10517,0,19283,594,321.3833333,9.9,0.983333333,10,17,174,12.33,14.4,13,0,29,350.5666667,0.0,35386,0,134,0,0
31,1058,0,3663,1642,118.1612903,52.96774194,0.935483871,5,234,264,7.88,11.55,15,0,29,35.26666667,0.0,3498,0,4771,139124244,1
7,1514,0,5460,0,780.0,0.0,1.0,4,31,37,20.65,18.3,18,0,27,54.07142857,0.0,6328,0,5488,0,0
33,2388,0,17309,0,524.5151515,0.0,1.0,9,225,258,3.62,7.65,9,0,25,91.84615385,0.0,7570,0,2105,0,0
7,602,0,2470,0,352.8571429,0.0,1.0,18,57,63,4.43,4.65,9,0,21,27.36363636,0.0,675,0,1489,0,0
9,792,0,3938,0,437.5555556,0.0,1.0,4,230,238,13.25,12.08,17,0,27,28.28571429,0.0,1396,0,1754,0,0
8,396,0,2033,875,254.125,109.375,0.875,5,27,34,12.65,6.75,12,0,30,12.77419355,0.0,1008,0,268,0,0
26,1305,0,7020,0,270.0,0.0,1.0,3,108,133,9.87,13.48,10,0,29,43.5,0.0,2968,0,264,0,0
13,414,0,3205,0,246.5384615,0.0,1.0,4,103,116,11.72,17.53,14,0,23,17.25,0.0,2748,0,252,23346038,1
4,103,0,346,0,86.5,0.0,1.0,7,26,29,6.28,17.38,15,0,14,6.866666667,0.0,159,0,5280,0,0
11,1346,0,2322,0,211.0909091,0.0,1.0,2,12,46,12.9,17.22,12,0,19,67.3,0.0,9636,0,332,205073301,1
9,1546,0,3864,0,429.3333333,0.0,1.0,5,72,84,12.37,13.33,12,0,21,70.27272727,0.0,9217,0,2878,0,0
7,1225,0,3266,1029,466.5714286,147.0,0.857142857,39,236,243,10.8,6.83,10,0,28,42.24137931,0.0,1890,0,12848,0,0
10,586,0,1836,0,183.6,0.0,1.0,44,256,265,16.13,11.73,13,0,30,18.90322581,0.0,1239,0,14,0,0
25,4753,0,24640,3975,985.6,159.0,0.88,48,1,146,17.52,2.63,16,0,30,153.3870968,0.0,8531,0,5192,0,0
5,429,0,1215,0,243.0,0.0,1.0,4,73,77,13.65,12.33,12,0,20,20.42857143,0.0,627,0,1989,0,0
6,473,0,2269,0,378.1666667,0.0,1.0,54,85,90,7.07,11.28,12,0,27,16.89285714,0.0,3392,0,2181,0,0
28,1032,0,3930,473,140.3571429,16.89285714,0.964285714,4,349,376,8.02,3.12,14,0,30,33.29032258,0.0,11325,0,3058,0,0
18,1393,0,6404,3836,355.7777778,213.1111111,0.833333333,5,72,90,7.92,23.8,10,0,29,46.43333333,0.0,3658,0,848,0,0
24,1077,0,6694,3266,278.9166667,136.0833333,0.916666667,6,167,190,9.98,3.6,12,0,27,38.46428571,0.0,3038,0,1712,0,0
2,221,0,812,0,406.0,0.0,1.0,1,21,22,15.03,8.35,15,0,29,7.366666667,0.0,415,0,1608,0,0
4,153,0,3809,3809,952.25,952.25,0.0,6,1,4,15.53,16.47,15,0,21,44.09090909,0.6,1412,0,3914,147823379,1
1,27,0,9,0,9.0,0.0,1.0,1,7,7,15.95,15.95,16,0,0,27.0,0.0,526,0,762,50054451,1
55,2236,0,9584,0,174.2545455,0.0,1.0,2,9,237,20.75,19.57,16,0,29,74.53333333,0.0,4575,0,14156,258815732,1
20,2215,0,11957,0,597.85,0.0,1.0,8,38,277,5.6,20.38,15,0,23,92.29166667,0.0,7834,0,5497,29035814,1
12,650,0,5037,1478,419.75,123.1666667,0.916666667,6,33,44,13.32,20.07,13,0,22,28.26086957,0.0,1001,0,92368,1102655120,1
15,2191,0,7147,2949,476.4666667,196.6,0.666666667,8,1,118,12.18,16.37,10,0,28,85.24137931,0.0,11402,0,10323,0,0
1,103,0,267,0,267.0,0.0,1.0,2,9,9,3.55,3.55,4,0,0,103.0,0.0,1642,0,2836,272235228,0
17,970,0,7639,372,449.3529412,21.88235294,0.882352941,4,188,204,18.9,12.75,15,0,29,32.33333333,0.0,2920,0,4547,0,0
13,752,0,4108,2102,316.0,161.6923077,0.923076923,4,37,50,7.78,11.68,12,0,29,25.06666667,0.0,3242,0,235282,3742744602,1
35,975,0,34349,34349,981.4,981.4,0.085714286,52,533,574,8.2,21.12,15,0,29,136.0,0.11,10872,0,70775,0,0
51,5670,0,21046,8895,412.6666667,174.4117647,0.823529412,4,4,160,21.03,17.5,15,0,28,220.3103448,0.0,26385,0,127,0,0
54,4437,0,37102,13632,687.0740741,252.4444444,0.907407407,8,123,176,21.12,15.73,16,0,28,153.0,0.0,9735,0,244,0,0
5,1508,0,1438,0,287.6,0.0,1.0,5,84,88,8.17,5.6,7,0,7,188.5,0.0,1508,0,1094,0,0
28,2742,0,9143,2317,326.5357143,82.75,0.928571429,20,1,120,14.1,11.78,13,0,30,88.4516129,0.0,6217,0,0,180897730,1
58,7634,0,38427,9184,662.5344828,158.3448276,0.879310345,53,742,799,14.85,12.43,11,0,30,246.2580645,0.0,24468,0,1549,0,0
2,257,0,506,0,253.0,0.0,1.0,5,22,23,19.9,20.27,20,0,17,14.27777778,0.0,384,0,2989,323450795,1
1,65,0,76,0,76.0,0.0,1.0,4,31,31,10.83,10.83,11,0,0,65.0,0.0,121,0,76,0,0
7,1068,0,6094,0,870.5714286,0.0,1.0,4,5,11,9.02,8.85,9,0,8,118.6666667,0.0,1068,0,2570,0,0
9,884,0,4190,255,465.5555556,28.33333333,0.888888889,5,47,55,16.73,11.02,14,0,28,30.48275862,0.0,5520,0,209926,574446701,1
8,238,0,616,0,77.0,0.0,1.0,5,6,13,20.0,0.12,8,0,11,19.83333333,0.0,590,0,58,0,0
13,3491,0,8179,3379,629.1538462,259.9230769,0.923076923,4,3,104,9.48,10.08,13,0,29,124.5333333,0.0,7812,0,4650,0,0
15,998,0,4687,0,312.4666667,0.0,1.0,49,8,22,23.07,0.95,18,0,28,34.4137931,0.0,2566,0,2892,0,0
24,4530,0,9571,0,398.7916667,0.0,1.0,3,7,62,16.88,22.6,18,0,29,151.0,0.0,8677,0,0,62728015,1
13,1422,0,3706,0,285.0769231,0.0,1.0,6,66,78,8.38,19.52,11,0,28,49.03448276,0.0,5379,0,0,16049769,1
42,9327,0,12621,0,300.5,0.0,1.0,4,4,137,12.75,10.97,12,0,30,300.8709677,0.0,39272,0,3851,108591167,1
3,116,0,1394,1332,464.6666667,444.0,0.666666667,2,7,148,12.53,0.52,12,0,28,11.4137931,0.0,1395,0,17410,488573120,0
9,2129,0,3161,0,351.2222222,0.0,1.0,3,37,45,15.48,18.32,13,0,27,76.03571429,0.0,7616,0,379,25728602,1
41,3832,0,17071,6427,416.3658537,156.7560976,0.707317073,18,3,143,8.7,5.83,8,0,29,127.7333333,0.0,19425,0,90188,1715105054,1
35,7152,0,5465,0,156.1428571,0.0,1.0,2,9,69,10.83,12.27,10,0,25,275.0769231,0.0,37361,0,1460,135479563,1
4,1153,0,1864,0,466.0,0.0,1.0,6,2,24,13.43,11.03,9,0,8,128.1111111,0.0,2906,0,0,72273575,1
93,13922,0,26530,0,285.2688172,0.0,1.0,2,2,108,11.87,18.45,14,0,29,464.0666667,0.0,31095,0,4308,103566705,1
19,1280,0,7931,357,417.4210526,18.78947368,0.947368421,18,50,68,17.87,16.7,15,0,30,41.29032258,0.0,3904,0,685502,315829600,1
39,1705,0,9080,247,232.8205128,6.333333333,0.974358974,4,3,41,12.28,10.72,13,0,27,60.89285714,0.0,1705,0,107,0,0
73,17814,0,16169,0,221.4931507,0.0,1.0,2,276,608,0.67,21.65,12,0,30,574.6451613,0.0,85660,0,3573,23087695,1
37,7973,0,12033,0,325.2162162,0.0,1.0,2,8,152,13.07,15.05,15,0,29,265.7666667,0.0,22119,0,300,0,0
34,855,0,2667,1370,78.44117647,40.29411765,0.941176471,11,158,444,13.22,5.95,12,0,29,28.5,0.0,5196,0,90,0,0
46,4545,0,25352,2830,551.1304348,61.52173913,0.956521739,45,59,104,7.63,17.43,11,0,28,156.7241379,0.0,8525,0,38117,1365060004,0
5,653,0,1316,0,263.2,0.0,1.0,2,2,14,11.87,6.68,15,0,11,54.41666667,0.0,3062,0,1136,117589322,1
6,561,0,2564,0,427.3333333,0.0,1.0,4,1,6,13.72,17.15,13,0,7,70.125,0.0,561,0,4620,0,0
54,9794,0,18000,0,333.3333333,0.0,1.0,2,16,90,20.0,12.4,12,0,29,326.4666667,0.0,22617,0,7281,553709632,1
22,4100,0,4395,0,199.7727273,0.0,1.0,4,68,105,8.85,16.93,19,0,28,141.3793103,0.0,16141,0,689,217719980,1
